file,overhead,unrecovered,run
0041-txt.txt_bmp_low_entropy_evo_dist_rs4_nc13.fasta,6,13,4
0033-zip-highcompress.zip_raptor_dist_rs4_nc17262_baseline.fasta,7,15544,3
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478.fasta,13,13558,0
0033-zip-highcompress.zip_raptor_dist_rs4_nc17262_baseline.fasta,7,13191,4
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478.fasta,13,14685,1
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478.fasta,16,13932,2
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478.fasta,15,14284,3
0021-xlsx.xlsx_raptor_dist_rs3_nc54131.fasta,21,48036,1
0033-zip-highcompress.zip_bmp_low_entropy_evo_dist_rs2_nc15761.fasta,0,0,1
0033-zip-highcompress.zip_raptor_dist_rs3_nc16478.fasta,11,13434,4
0033-zip-highcompress.zip_bmp_low_entropy_evo_dist_rs2_nc15761.fasta,5,7816,2
0033-zip-highcompress.zip_bmp_low_entropy_evo_dist_rs2_nc15761.fasta,3,7919,3
0033-zip-highcompress.zip_bmp_low_entropy_evo_dist_rs2_nc15761.fasta,0,0,4
0021-xlsx.xlsx_raptor_dist_rs2_nc51777.fasta,34,46253,2
0020-xlsx.xlsx_raptor_dist_rs2_nc50155.fasta,29,45193,0
0021-xlsx.xlsx_raptor_dist_rs3_nc54131.fasta,31,48419,2
0020-xlsx.xlsx_raptor_dist_rs2_nc50155_baseline.fasta,30,44623,0
0020-xlsx.xlsx_raptor_dist_rs3_nc52435_baseline.fasta,28,48001,0
0020-xlsx.xlsx_raptor_dist_rs4_nc54932_baseline.fasta,40,48092,0
0020-xlsx.xlsx_raptor_dist_rs2_nc50155_baseline.fasta,31,43805,1
0020-xlsx.xlsx_raptor_dist_rs3_nc52435_baseline.fasta,29,46924,1
0020-xlsx.xlsx_raptor_dist_rs4_nc54932_baseline.fasta,38,49480,1
0020-xlsx.xlsx_raptor_dist_rs2_nc50155_baseline.fasta,23,45452,2
0020-xlsx.xlsx_raptor_dist_rs3_nc52435_baseline.fasta,38,45817,2
0020-xlsx.xlsx_raptor_dist_rs4_nc54932_baseline.fasta,39,49221,2
0020-xlsx.xlsx_raptor_dist_rs2_nc50155_baseline.fasta,26,45932,3
0020-xlsx.xlsx_raptor_dist_rs3_nc52435_baseline.fasta,33,46413,3
0020-xlsx.xlsx_raptor_dist_rs2_nc50155_baseline.fasta,35,44312,4
0020-xlsx.xlsx_raptor_dist_rs4_nc54932_baseline.fasta,20,50134,3
0020-xlsx.xlsx_raptor_dist_rs3_nc52435_baseline.fasta,39,45220,4
0021-xlsx.xlsx_raptor_dist_rs2_nc51777_baseline.fasta,26,47981,0
0020-xlsx.xlsx_raptor_dist_rs4_nc54932_baseline.fasta,34,47001,4
0021-xlsx.xlsx_raptor_dist_rs2_nc51777_baseline.fasta,26,47392,1
0021-xlsx.xlsx_raptor_dist_rs2_nc51777_baseline.fasta,28,47115,2
0021-xlsx.xlsx_raptor_dist_rs2_nc51777_baseline.fasta,31,45726,3
0020-xlsx.xlsx_bmp_low_entropy_evo_dist_rs2_nc50155.fasta,0,0,0
0021-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc51777.fasta,1,25896,0
0021-xlsx.xlsx_raptor_dist_rs2_nc51777_baseline.fasta,29,47036,4
0020-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc52435.fasta,3,26386,0
0014-bmp.bmp_raptor_dist_rs2_nc99559_baseline.fasta,701,88585,0
0021-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc54131.fasta,0,0,0
0020-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc54932.fasta,1,27402,0
0021-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc56708.fasta,2,28511,0
0034-zip-highcompress.zip_raptor_dist_rs2_nc93894_baseline.fasta,1203,84840,0
0020-xlsx.xlsx_bmp_low_entropy_evo_dist_rs3_nc52435.fasta,0,0,0
0020-xlsx.xlsx_bmp_low_entropy_evo_dist_rs2_nc50155.fasta,0,0,1
0021-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc51777.fasta,2,45277,1
0021-xlsx.xlsx_bmp_low_entropy_evo_dist_rs4_nc56708.fasta,1,49617,0
0020-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc52435.fasta,0,0,1
0034-zip-highcompress.zip_raptor_dist_rs2_nc93894_baseline.fasta,358,83890,1
0021-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs3_nc54131.fasta,3,26960,1
0014-bmp.bmp_raptor_dist_rs3_nc104084_baseline.fasta,970,95429,0
0020-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc54932.fasta,1,27423,1
0021-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs4_nc56708.fasta,5,42646,1
0034-zip-highcompress.zip_raptor_dist_rs2_nc93894_baseline.fasta,64,82932,2
0020-xlsx.xlsx_bmp_low_entropy_evo_dist_rs3_nc52435.fasta,1,39399,1
0020-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc50155.fasta, 6, 24968, 0
0021-xlsx.xlsx_bmp_low_entropy_evo_dist_rs2_nc51777.fasta, 1, 25792, 0
0041-txt.txt_bmp_low_entropy_evo_dist_rs2_nc12.fasta, 16, 12, 0
0041-txt.txt_bmp_low_entropy_evo_dist_rs2_nc12.fasta, 19, 12, 1
0041-txt.txt_bmp_low_entropy_evo_dist_rs2_nc12.fasta, 17, 12, 2
0041-txt.txt_bmp_low_entropy_evo_dist_rs2_nc12.fasta, 15, 12, 3
0041-txt.txt_bmp_low_entropy_evo_dist_rs2_nc12.fasta, 20, 12, 4
0041-txt.txt_bmp_low_entropy_evo_dist_rs3_nc12.fasta, 18, 8, 0
0041-txt.txt_bmp_low_entropy_evo_dist_rs3_nc12.fasta, 15, 12, 1
0041-txt.txt_bmp_low_entropy_evo_dist_rs3_nc12.fasta, 16, 12, 2
0041-txt.txt_bmp_low_entropy_evo_dist_rs3_nc12.fasta, 19, 10, 3
0041-txt.txt_bmp_low_entropy_evo_dist_rs3_nc12.fasta, 14, 12, 4
0021-xlsx.xlsx_bmp_low_entropy_evo_dist_rs3_nc54131.fasta, 2, 40634, 0
0020-xlsx.xlsx_bmp_low_entropy_evo_dist_rs4_nc54932.fasta, 1, 41177, 0
0020-xlsx.xlsx_bmp_low_entropy_evo_dist_rs3_nc52435.fasta,0,0,0
0020-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc50155.fasta, 0, 0, 1
0021-xlsx.xlsx_bmp_low_entropy_evo_dist_rs2_nc51777.fasta, 0, 0, 1
0021-xlsx.xlsx_bmp_low_entropy_evo_dist_rs3_nc54131.fasta, 0,n 0, 1
0020-xlsx.xlsx_bmp_low_entropy_evo_dist_rs4_nc54932.fasta, 0, 0, 1
0020-xlsx.xlsx_evo_compress_encrypt_high_entropy_dist_rs2_nc50155.fasta, 0, 0, 2
0021-xlsx.xlsx_bmp_low_entropy_evo_dist_rs2_nc51777.fasta, 2, 39015, 2
